# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "/work/07368/sbes29/ls6/db/Amil.coding.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.txt" "-T" "64" "--primary" "o0.bam" "o10.bam" "o1.bam" "o2.bam" "o3.bam" "o4.bam" "o6.bam" "o7.bam" "o8.bam" "o9.bam" "oM1.bam" "w22.bam" "w23.bam" "w24.bam" "w25.bam" "w26.bam" "w27.bam" "w28.bam" "w30.bam" "w31.bam" 
Geneid	Chr	Start	End	Strand	Length	o0.bam	o10.bam	o1.bam	o2.bam	o3.bam	o4.bam	o6.bam	o7.bam	o8.bam	o9.bam	oM1.bam	w22.bam	w23.bam	w24.bam	w25.bam	w26.bam	w27.bam	w28.bam	w30.bam	w31.bam
Amillepora28216	Sc0000050	341881	345088	-	3208	51	19	27	34	24	13	25	43	12	7	11	24	13	30	14	27	16	34	11	7
Amillepora28214	Sc0000050	337317	339377	-	2061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28222	Sc0000050	381654	382604	+	951	0	3	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0
Amillepora28237	Sc0000050	466038	471116	+	5079	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	2
Amillepora28225	Sc0000050	397354	398217	+	864	19	10	8	2	16	1	0	5	12	2	7	1	4	14	1	16	5	0	5	4
Amillepora28221	Sc0000050	380160	381635	+	1476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28228	Sc0000050	425977	427214	+	1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28227	Sc0000050	425049	425399	-	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28224	Sc0000050	396129	396725	-	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28239	Sc0000050	474885	475928	-	1044	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Amillepora28236	Sc0000050	455224	455550	-	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28238	Sc0000050	474500	474862	-	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Amillepora28232	Sc0000050	446830	447543	-	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28231	Sc0000050	443513	445530	-	2018	3	7	8	1	0	0	2	1	2	0	1	0	0	0	0	0	0	1	4	0
Amillepora28223	Sc0000050	392498	394271	-	1774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Amillepora28229	Sc0000050	427878	431935	+	4058	2	3	2	1	0	0	1	2	2	1	0	1	1	3	2	0	0	0	0	0
Amillepora28226	Sc0000050	410148	411252	+	1105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28233	Sc0000050	450814	451689	-	876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28230	Sc0000050	431990	432565	+	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Amillepora28241	Sc0000050	503653	508819	+	5167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28243	Sc0000050	543389	548534	+	5146	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Amillepora28240	Sc0000050	477079	498286	+	21208	9	10	9	11	3	4	17	8	6	15	13	15	2	4	8	11	3	5	6	6
Amillepora28242	Sc0000050	538139	540913	-	2775	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0
Amillepora28244	Sc0000050	543719	553626	-	9908	19	2	4	37	15	4	2	4	0	1	5	1	0	3	1	4	2	2	20	1
Amillepora28254	Sc0000050	629693	630601	+	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28255	Sc0000050	640388	646979	+	6592	4	9	2	59	16	3	9	1	1	1	15	2	19	39	3	4	18	2	2	1
Amillepora28256	Sc0000050	652579	653010	+	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28251	Sc0000050	603690	607595	+	3906	0	0	0	3	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0
Amillepora28246	Sc0000050	561606	569989	+	8384	0	3	118	7	92	15	12	5	1	1	29	36	30	24	14	17	27	24	2	2
Amillepora28250	Sc0000050	600070	600693	+	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28253	Sc0000050	610561	613080	+	2520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28247	Sc0000050	570953	572059	+	1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28245	Sc0000050	553722	561026	+	7305	1	2	3	1	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0
Amillepora28258	Sc0000050	669568	670484	+	917	2	1	2	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0
Amillepora28257	Sc0000050	653030	657393	+	4364	0	1	6	1	0	1	2	3	2	2	2	5	0	0	1	5	1	1	0	1
Amillepora28248	Sc0000050	582631	589757	+	7127	0	5	4	0	1	1	3	4	1	1	1	5	1	2	2	3	2	0	4	1
Amillepora28252	Sc0000050	610350	611414	-	1065	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0
Amillepora28249	Sc0000050	594988	597709	+	2722	0	1	2	0	0	0	0	0	1	2	1	0	3	0	0	0	0	0	1	0
Amillepora28279	Sc0000050	768741	769214	+	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28268	Sc0000050	733097	733531	+	435	1	0	0	1	0	0	1	3	0	0	0	0	1	0	0	4	1	0	1	0
Amillepora28270	Sc0000050	736276	736710	+	435	1	0	1	0	0	0	1	1	2	0	0	2	0	1	0	3	0	0	0	2
Amillepora28272	Sc0000050	739455	739889	+	435	1	2	4	0	0	1	1	1	0	1	1	2	1	0	0	5	0	0	0	2
Amillepora28274	Sc0000050	742634	743068	+	435	0	1	1	1	1	0	1	1	1	3	0	1	0	0	1	2	0	0	0	0
Amillepora28260	Sc0000050	691294	692490	+	1197	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Amillepora28262	Sc0000050	699475	704660	+	5186	0	0	0	1	0	0	0	1	0	0	1	2	0	1	3	3	0	0	1	0
Amillepora28265	Sc0000050	723346	723984	+	639	0	1	2	0	0	0	0	2	0	3	0	2	0	0	0	5	0	0	0	0
Amillepora28259	Sc0000050	676533	690257	+	13725	5	9	14	10	9	2	11	22	2	5	3	14	3	4	8	15	9	1	4	4
Amillepora28269	Sc0000050	733626	734099	+	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28271	Sc0000050	736805	737278	+	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28273	Sc0000050	739984	740457	+	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28275	Sc0000050	743163	743636	+	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28277	Sc0000050	746333	746806	+	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28266	Sc0000050	724155	724385	+	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28276	Sc0000050	745035	746238	+	1204	0	4	1	2	3	3	1	3	0	0	0	3	0	1	0	1	0	0	1	0
Amillepora28267	Sc0000050	729110	732139	+	3030	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
Amillepora28261	Sc0000050	697293	699269	+	1977	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Amillepora28263	Sc0000050	704875	709199	+	4325	1	3	2	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	5	0
Amillepora28278	Sc0000050	751580	753013	+	1434	0	1	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0
Amillepora28294	Sc0000050	836013	839500	+	3488	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0
Amillepora28296	Sc0000050	874960	875854	+	895	3	1	2	1	1	0	2	3	1	2	1	1	2	3	1	5	1	0	2	1
Amillepora28286	Sc0000050	798257	800898	+	2642	0	0	1	0	0	0	1	2	0	0	1	0	0	0	0	1	0	0	1	0
Amillepora28280	Sc0000050	771433	771960	+	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28289	Sc0000050	817251	823196	+	5946	3	12	7	2	1	0	2	3	2	1	1	3	0	0	0	7	1	0	3	3
Amillepora28283	Sc0000050	780985	787748	+	6764	1	3	0	0	2	0	4	2	6	1	1	3	0	0	1	3	3	1	1	2
Amillepora28284	Sc0000050	790647	795711	+	5065	1	3	2	0	0	0	0	0	1	0	1	1	0	1	1	2	0	0	1	2
Amillepora28285	Sc0000050	795811	798150	+	2340	0	7	1	1	0	1	2	2	1	1	0	5	0	0	2	4	0	0	0	2
Amillepora28281	Sc0000050	777832	778161	+	330	2	1	0	2	1	1	2	1	0	0	0	2	0	0	0	3	0	2	0	0
Amillepora28287	Sc0000050	807644	814871	+	7228	2	4	4	1	0	2	2	3	1	2	2	1	0	1	0	11	2	1	3	3
Amillepora28292	Sc0000050	826126	830566	+	4441	1	7	7	1	0	0	4	3	0	2	2	5	1	1	1	9	1	2	2	1
Amillepora28282	Sc0000050	778398	778835	+	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28293	Sc0000050	830803	831240	+	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28295	Sc0000050	840144	849880	+	9737	1	0	0	1	0	0	1	3	2	8	1	2	1	3	1	3	1	1	1	0
Amillepora28290	Sc0000050	823303	824241	+	939	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Amillepora28288	Sc0000050	815258	816196	+	939	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
Amillepora28291	Sc0000050	824440	825723	+	1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28301	Sc0000050	904072	908085	+	4014	3	2	21	15	5	3	4	5	1	3	3	9	2	4	4	17	3	0	9	2
Amillepora28298	Sc0000050	886564	889983	+	3420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Amillepora28300	Sc0000050	903073	903660	+	588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Amillepora28297	Sc0000050	885945	886424	+	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28304	Sc0000050	966833	976502	+	9670	1	11	8	6	0	1	9	5	2	8	5	5	2	2	4	3	1	3	0	0
Amillepora28299	Sc0000050	891558	900244	+	8687	12	17	32	27	13	4	10	23	5	15	7	33	6	4	8	27	5	1	16	7
Amillepora28303	Sc0000050	946772	955396	-	8625	18	33	149	17	3	9	15	20	4	12	10	14	8	15	9	15	15	11	5	5
Amillepora28302	Sc0000050	936554	944139	-	7586	26	21	119	44	95	7	21	15	6	140	16	196	71	14	30	135	27	16	20	7
Amillepora28305	Sc0000050	976605	980748	+	4144	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Amillepora28307	Sc0000050	989128	990045	+	918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28318	Sc0000050	1075704	1088345	+	12642	0	1	9	0	1	0	1	1	14	0	3	1	0	0	0	0	0	0	0	0
Amillepora28313	Sc0000050	1044067	1045325	+	1259	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
Amillepora28317	Sc0000050	1074241	1074899	+	659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Amillepora28315	Sc0000050	1061252	1066678	+	5427	2	2	3	0	1	0	0	0	2	0	2	2	0	0	1	1	3	1	1	0
Amillepora28316	Sc0000050	1068515	1072220	+	3706	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Amillepora28311	Sc0000050	1036648	1037766	+	1119	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28312	Sc0000050	1041948	1043371	+	1424	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28306	Sc0000050	986183	987319	-	1137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28314	Sc0000050	1052168	1054700	-	2533	0	2	2	4	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0
Amillepora28310	Sc0000050	1033807	1036730	-	2924	0	5	3	1	0	0	3	1	4	3	0	2	0	1	1	0	0	1	3	1
Amillepora28309	Sc0000050	1019100	1029172	-	10073	13	20	21	31	17	8	36	34	15	33	12	25	9	29	3	21	23	10	9	20
Amillepora28308	Sc0000050	1010356	1013398	-	3043	0	3	1	2	0	0	0	1	3	0	0	0	0	0	1	1	0	1	0	0
Amillepora28319	Sc0000050	1088807	1091378	+	2572	0	0	1	0	4	0	0	0	0	5	1	12	0	0	1	3	0	0	0	1
Amillepora28325	Sc0000050	1135682	1139905	+	4224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28322	Sc0000050	1098089	1104860	+	6772	1	2	5	3	1	0	0	0	5	0	1	5	0	1	0	1	1	0	0	0
Amillepora28326	Sc0000050	1153122	1164607	+	11486	10	13	11	9	3	8	1	8	3	11	3	11	6	2	2	6	4	5	6	1
Amillepora28323	Sc0000050	1104919	1106789	+	1871	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Amillepora28324	Sc0000050	1114645	1116864	-	2220	0	2	5	5	3	1	1	3	3	1	0	0	1	0	1	2	5	3	2	4
Amillepora28320	Sc0000050	1092440	1097669	-	5230	2	3	29	3	7	1	10	0	6	0	24	9	6	2	2	10	2	36	6	1
Amillepora28327	Sc0000050	1164647	1164914	+	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28332	Sc0000050	1257725	1266351	+	8627	0	0	1	3	0	0	5	2	3	0	0	2	0	2	2	0	0	3	1	0
Amillepora28330	Sc0000050	1206264	1207185	-	922	4	1	5	0	6	1	3	3	3	2	9	2	1	2	2	0	6	1	2	2
Amillepora28328	Sc0000050	1177280	1177971	-	692	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
Amillepora28329	Sc0000050	1197458	1205866	-	8409	2	12	4	3	2	10	2	8	5	6	2	23	0	1	3	7	1	2	15	2
Amillepora28331	Sc0000050	1246745	1252581	-	5837	17	15	40	36	37	12	21	10	16	15	39	16	25	10	8	26	9	33	29	8
Amillepora28336	Sc0000050	1327967	1328655	+	689	1	8	1	0	2	1	7	4	0	0	0	1	0	0	6	16	3	0	8	3
Amillepora28334	Sc0000050	1297231	1300583	+	3353	1	1	1	3	0	0	0	0	1	0	0	0	0	1	1	4	1	1	0	0
Amillepora28339	Sc0000050	1335876	1341227	+	5352	1	16	3	16	0	0	4	4	8	1	1	0	0	0	3	4	1	3	4	1
Amillepora28333	Sc0000050	1279278	1283454	-	4177	2	4	1	1	1	0	0	1	2	4	0	2	0	2	0	0	2	2	0	0
Amillepora28337	Sc0000050	1330389	1331650	-	1262	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Amillepora28335	Sc0000050	1323720	1325167	+	1448	2	2	3	0	0	0	2	1	2	0	1	0	0	0	0	0	0	0	0	0
Amillepora28338	Sc0000050	1331682	1332771	-	1090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28345	Sc0000050	1368025	1369282	+	1258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28341	Sc0000050	1352233	1366839	+	14607	4	9	15	6	2	7	9	15	15	10	10	5	1	3	3	16	10	6	41	17
Amillepora28348	Sc0000050	1441123	1442215	+	1093	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Amillepora28347	Sc0000050	1435045	1437319	+	2275	1	0	1	1	1	0	0	2	1	0	0	1	0	0	2	2	1	0	0	1
Amillepora28352	Sc0000050	1484585	1486630	-	2046	1	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1
Amillepora28349	Sc0000050	1444238	1445920	-	1683	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	5	0	0	0
Amillepora28342	Sc0000050	1357673	1360405	-	2733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28340	Sc0000050	1340811	1341872	-	1062	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	1	0
Amillepora28351	Sc0000050	1481752	1484314	+	2563	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	3	0
Amillepora28366	Sc0000050	1632405	1636349	+	3945	2	0	1	3	15	1	1	4	2	0	6	1	0	3	4	6	2	1	5	1
Amillepora28365	Sc0000050	1603857	1614956	+	11100	1	106	11	3	4	1	6	16	5	3	7	8	0	10	4	12	6	3	7	4
Amillepora28356	Sc0000050	1536186	1537811	+	1626	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0
Amillepora28364	Sc0000050	1580126	1581732	+	1607	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28361	Sc0000050	1575960	1576562	+	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28363	Sc0000050	1578860	1579336	+	477	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Amillepora28360	Sc0000050	1573915	1575669	+	1755	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28353	Sc0000050	1489754	1510488	+	20735	162	214	190	330	44	64	100	130	68	147	103	155	69	67	37	201	79	92	85	57
Amillepora28355	Sc0000050	1515528	1515776	-	249	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28354	Sc0000050	1515072	1515527	-	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28368	Sc0000050	1679040	1681373	+	2334	0	4	15	0	3	0	4	0	0	1	0	1	0	1	1	0	1	0	0	10
Amillepora28362	Sc0000050	1576572	1578129	+	1558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28358	Sc0000050	1569606	1573666	+	4061	9	12	12	17	6	2	17	16	10	3	5	31	6	4	1	10	2	4	1	6
Amillepora28367	Sc0000050	1641377	1643537	-	2161	3	6	5	80	4	3	6	3	2	1	4	4	3	1	2	8	3	79	5	3
Amillepora28369	Sc0000055	23106	27870	+	4765	1	1	1	5	1	0	1	3	1	2	0	0	0	1	0	1	2	1	0	0
Amillepora28371	Sc0000055	76350	86950	-	10601	457	180	130	291	302	73	334	203	90	165	130	390	527	546	77	237	134	177	119	180
Amillepora28378	Sc0000055	131881	132399	+	519	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Amillepora28379	Sc0000055	143823	145454	+	1632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28380	Sc0000055	158770	159888	+	1119	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Amillepora28375	Sc0000055	115961	118488	+	2528	0	0	1	0	0	0	0	1	0	0	2	1	4	0	0	6	0	4	0	1
Amillepora28372	Sc0000055	96964	103408	+	6445	1	30	7	17	10	0	3	2	7	5	11	6	0	3	1	5	4	2	20	1
Amillepora28376	Sc0000055	118572	121801	+	3230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Amillepora28374	Sc0000055	108630	110316	-	1687	0	1	0	0	0	0	0	0	0	1	1	0	1	60	0	1	1	0	0	1
Amillepora28377	Sc0000055	127119	128569	-	1451	9	3	4	2	1	8	4	3	0	4	5	5	3	2	1	4	3	2	0	0
Amillepora28373	Sc0000055	103781	106082	-	2302	0	19	4	1	2	1	4	1	4	2	5	2	0	0	0	2	2	1	2	0
Amillepora28385	Sc0000055	250041	251723	+	1683	0	3	1	4	4	0	2	1	1	2	5	1	4	0	1	3	0	3	3	0
Amillepora28384	Sc0000055	233356	235285	+	1930	0	9	0	0	2	0	1	1	0	1	7	0	1	8	0	0	0	0	2	0
Amillepora28386	Sc0000055	268702	270724	-	2023	2	2	1	2	14	1	16	2	0	3	0	3	5	1	0	5	4	2	6	0
Amillepora28388	Sc0000055	275418	276512	-	1095	0	0	5	0	6	0	3	0	2	4	0	0	0	0	0	1	1	7	3	5
Amillepora28383	Sc0000055	202951	203490	-	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28389	Sc0000055	277365	280859	-	3495	8	1	2	5	0	2	10	1	3	2	1	3	1	5	1	12	1	0	1	3
Amillepora28382	Sc0000055	200979	202574	+	1596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1
Amillepora28387	Sc0000055	271277	273666	-	2390	5	6	10	5	8	4	0	3	3	8	5	2	0	2	0	3	5	4	5	2
Amillepora28397	Sc0000055	381254	382495	+	1242	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0
Amillepora28396	Sc0000055	355211	355633	+	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28394	Sc0000055	323176	328811	+	5636	2	2	2	4	0	0	1	2	0	1	2	2	1	0	1	2	3	0	1	1
Amillepora28392	Sc0000055	298143	298856	+	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28390	Sc0000055	289892	290260	+	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28395	Sc0000055	328853	333212	+	4360	13	18	16	7	4	10	5	7	3	43	1	5	2	3	2	6	1	10	5	3
Amillepora28393	Sc0000055	299713	300795	-	1083	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Amillepora28391	Sc0000055	292022	293907	+	1886	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28403	Sc0000055	456748	459048	+	2301	0	14	2	1	0	0	0	1	5	0	1	1	0	0	1	2	0	1	5	0
Amillepora28399	Sc0000055	398299	400104	+	1806	4	10	5	7	0	2	2	3	0	7	1	1	3	1	4	3	1	10	3	3
Amillepora28402	Sc0000055	432553	435400	+	2848	1	1	6	4	0	0	7	8	0	1	0	0	1	0	0	1	0	1	3	1
Amillepora28398	Sc0000055	388774	389109	-	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28401	Sc0000055	425834	431477	-	5644	13	31	50	60	5	9	30	34	18	9	8	12	9	9	15	21	2	22	11	12
Amillepora28406	Sc0000055	489293	489595	-	303	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0
Amillepora28404	Sc0000055	476818	485780	-	8963	0	3	3	3	1	0	2	1	2	2	1	1	0	0	0	0	2	1	2	1
Amillepora28400	Sc0000055	402410	404339	+	1930	10	41	28	34	5	5	9	9	26	16	10	23	3	11	3	3	14	20	13	9
Amillepora28405	Sc0000055	485813	486690	-	878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28408	Sc0000055	526565	528475	+	1911	1	0	1	3	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0
Amillepora28407	Sc0000055	509343	510707	+	1365	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Amillepora28409	Sc0000055	537798	539183	+	1386	0	1	3	2	0	0	0	0	0	1	0	0	0	2	1	0	0	2	0	0
Amillepora28411	Sc0000055	546861	550987	+	4127	1	2	0	0	2	0	3	1	0	2	0	1	0	1	0	0	0	0	1	0
Amillepora28412	Sc0000055	552447	553742	-	1296	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28413	Sc0000055	572496	575423	+	2928	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Amillepora28410	Sc0000055	540479	544804	+	4326	0	1	3	2	3	1	1	2	1	1	0	4	0	0	1	1	0	3	7	0
Amillepora28420	Sc0000055	729318	741792	+	12475	162	284	238	128	122	52	128	189	73	189	85	99	76	107	30	133	85	122	117	115
Amillepora28422	Sc0000055	746631	755887	+	9257	13	18	12	6	1	5	8	3	2	3	3	17	2	6	2	3	3	3	8	2
Amillepora28417	Sc0000055	703547	714396	+	10850	2513	1341	2342	1960	1257	848	1634	1622	654	1462	1178	2206	943	1381	881	1909	1101	1429	1313	1054
Amillepora28419	Sc0000055	717748	718473	-	726	13	12	8	5	1	6	3	6	6	11	3	10	3	5	1	13	1	4	3	0
Amillepora28416	Sc0000055	692410	703456	-	11047	148	98	130	43	62	56	85	59	60	86	60	111	91	74	16	81	56	59	50	62
Amillepora28421	Sc0000055	745549	746564	-	1016	157	105	151	73	111	61	94	125	43	95	79	133	50	149	25	76	59	58	78	77
Amillepora28423	Sc0000055	750643	761862	-	11220	25	47	28	49	19	17	10	46	12	23	13	56	30	32	6	28	5	15	24	22
Amillepora28424	Sc0000055	761903	762238	-	336	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0
Amillepora28430	Sc0000055	806538	809116	+	2579	25	19	15	1	0	9	5	9	2	4	0	9	0	2	16	5	8	3	27	18
Amillepora28434	Sc0000055	850537	851589	+	1053	2	0	1	0	1	0	1	1	0	1	0	1	0	0	10	0	0	0	2	0
Amillepora28431	Sc0000055	810514	815915	+	5402	78	38	26	6	0	12	10	32	1	16	0	17	7	5	50	3	15	4	96	51
Amillepora28432	Sc0000055	816756	827984	+	11229	90	80	11	5	4	25	13	48	9	18	4	11	13	7	41	4	17	8	84	37
Amillepora28429	Sc0000055	794322	802961	+	8640	43	32	24	37	31	20	31	29	11	12	13	26	9	19	6	30	5	31	36	18
Amillepora28438	Sc0000055	881327	884678	+	3352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28435	Sc0000055	856079	881213	+	25135	0	2	3	3	3	1	2	2	1	6	2	10	0	1	2	0	0	2	1	2
Amillepora28433	Sc0000055	818597	822831	-	4235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28425	Sc0000055	763790	777095	-	13306	1130	1060	1500	1444	1025	728	1205	1054	444	1040	845	1846	795	757	441	1169	605	942	842	831
Amillepora28436	Sc0000055	861663	863627	-	1965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28426	Sc0000055	777345	790403	-	13059	47	37	31	53	14	6	27	20	14	11	17	38	23	18	15	40	15	33	18	13
Amillepora28437	Sc0000055	863655	886777	-	23123	6	5	4	3	5	2	3	5	3	0	1	4	1	5	1	4	6	0	2	3
Amillepora28428	Sc0000055	792137	801297	-	9161	119	113	186	110	19	40	75	63	69	98	72	134	39	63	34	124	60	54	56	31
