amillepora00632 069l
amillepora24530 rpab5
amillepora15188 rpac1
amillepora07212 rpac2
amillepora13834 rpap1
amillepora15296 rpap1-2
amillepora01104 rpap2
amillepora01106 rpap2-2
amillepora17070 rpap3
amillepora24825 rpb1
amillepora02581 rpb11
amillepora04583 rpb2
amillepora10845 rpb3
amillepora18829 rpb4
amillepora15137 rpb7
amillepora16041 rpb9
amillepora01258 rpc1
amillepora21464 rpc1-2
amillepora20407 rpc10
amillepora09971 rpc2
amillepora07526 rpc22
amillepora02593 rpc3
amillepora10642 rpc4
amillepora13622 rpc5
amillepora13624 rpc5-2
amillepora15159 rpc6
amillepora02697 rpc7l
amillepora14675 rpc8
amillepora24989 rpc9
amillepora12441 rpe
amillepora15115 rpe65
amillepora33775 rpe65-2
amillepora33776 rpe65-3
amillepora33777 rpe65-4
amillepora25249 rpf1
amillepora19838 rpf2
amillepora16996 rpgf1
amillepora12405 rpgf4
amillepora10167 rpgf6
amillepora04249 rpgp1
amillepora19496 rpgr
amillepora00635 rpia
amillepora06216 rpia-2
amillepora11793 rpkl1
amillepora06439 rpn1
amillepora06449 rpn1-2
amillepora20392 rpn2
amillepora37758 rpob
amillepora00763 rpom
amillepora14028 rpp21
amillepora27552 rpp29
amillepora00426 rpp30
amillepora00451 rpp30-2
amillepora24336 rpp38
amillepora31846 rpp40
amillepora09122 rpr1b
amillepora27318 rprd2
amillepora22048 rptn
amillepora14742 rptor
amillepora33180 rql5
amillepora33186 rql5-2
amillepora08908 rraah
amillepora24696 rraga
amillepora20947 rragc
amillepora04676 rras2
amillepora21023 rrbp1
amillepora25027 rrbp1-2
amillepora08852 rrfm
amillepora14345 rrn3
amillepora14355 rrn3-2
amillepora30751 rrp1
amillepora03381 rrp12
amillepora03467 rrp12-2
amillepora31782 rrp15
amillepora16436 rrp36
amillepora06411 rrp44
amillepora03493 rrp5
amillepora14203 rrp7a
amillepora15007 rrp7a-2
amillepora30406 rrp8
amillepora14843 rrs1
amillepora14884 rrs1-2
amillepora10204 rs10
amillepora10093 rs11
amillepora23336 rs12
amillepora12311 rs13
amillepora10649 rs14
amillepora14848 rs15a
amillepora02957 rs17
amillepora00272 rs18
amillepora27229 rs18-2
amillepora24471 rs19
amillepora32499 rs2
amillepora25019 rs20
amillepora35604 rs20-2
amillepora21932 rs21
amillepora07089 rs23
amillepora05790 rs27l
amillepora08096 rs3
amillepora30407 rs3a
amillepora20324 rs4x
amillepora02598 rs6
amillepora23435 rs7
amillepora00586 rs8
amillepora34524 rs8-2
amillepora35306 rs8-3
amillepora14705 rs9
amillepora19659 rsad2
amillepora06255 rsbn1
amillepora33326 rsd
amillepora25747 rsf1
amillepora10507 rsh4a
amillepora15022 rsh4a-2
amillepora08709 rslba
amillepora29382 rsma
amillepora08743 rsmn
amillepora10396 rsp14
amillepora00002 rsph1
amillepora12449 rsph1-2
amillepora24532 rsph1-3
amillepora25093 rsph1-4
amillepora26027 rsph1-5
amillepora29414 rsph1-6
amillepora19533 rsph3
amillepora16162 rsph9
amillepora02747 rspo4
amillepora08948 rspry
amillepora30089 rsrc2
amillepora14805 rssa
amillepora12379 rsu1
amillepora12404 rsu1-2
amillepora17753 rsz32
amillepora01482 rt02
amillepora12721 rt05
amillepora20068 rt06
amillepora13083 rt07
amillepora20343 rt09
amillepora16731 rt10
amillepora16744 rt10-2
amillepora16757 rt10-3
amillepora02540 rt11
amillepora26617 rt14
amillepora00541 rt16
amillepora00570 rt16-2
amillepora09229 rt17
amillepora16238 rt18a
amillepora01154 rt18b
amillepora04723 rt18c
amillepora28421 rt21
amillepora24516 rt22
amillepora22242 rt23
amillepora27765 rt24
amillepora03115 rt25
amillepora03116 rt25-2
amillepora03883 rt26
amillepora20519 rt28
amillepora37118 rt28-2
amillepora01137 rt33
amillepora04990 rt35
amillepora05001 rt35-2
amillepora03223 rt36
amillepora20045 rt4i1
amillepora22036 rt63
amillepora09190 rtbs
amillepora21271 rtbs-2
amillepora25637 rtbs-3
amillepora25638 rtbs-4
amillepora29016 rtbs-5
amillepora35263 rtbs-6
amillepora19405 rtc4
amillepora30883 rtca
amillepora06844 rtcb
amillepora18469 rtcb-2
amillepora21935 rtel1
amillepora16298 rtf1
amillepora01696 rtjk
amillepora04002 rtjk-2
amillepora11483 rtjk-3
amillepora23810 rtjk-4
amillepora27816 rtjk-5
amillepora27971 rtjk-6
amillepora31143 rtjk-7
amillepora31451 rtjk-8
amillepora31873 rtjk-9
amillepora32744 rtjk-10
amillepora32966 rtjk-11
amillepora33345 rtjk-12
amillepora34822 rtjk-13
amillepora36461 rtjk-14
amillepora37824 rtjk-15
amillepora03899 rtkn
amillepora00013 rtl1
amillepora00351 rtl1-2
amillepora00683 rtl1-3
amillepora01724 rtl1-4
amillepora01836 rtl1-5
amillepora01935 rtl1-6
amillepora01957 rtl1-7
amillepora02008 rtl1-8
amillepora02253 rtl1-9
amillepora02342 rtl1-10
amillepora02462 rtl1-11
amillepora02553 rtl1-12
amillepora02980 rtl1-13
amillepora03695 rtl1-14
amillepora04179 rtl1-15
amillepora04224 rtl1-16
amillepora04259 rtl1-17
amillepora05507 rtl1-18
amillepora05588 rtl1-19
amillepora05864 rtl1-20
amillepora06415 rtl1-21
amillepora06719 rtl1-22
amillepora06772 rtl1-23
amillepora06885 rtl1-24
amillepora06944 rtl1-25
amillepora07298 rtl1-26
amillepora07372 rtl1-27
amillepora07376 rtl1-28
amillepora07434 rtl1-29
amillepora07779 rtl1-30
amillepora08087 rtl1-31
amillepora08647 rtl1-32
amillepora08757 rtl1-33
amillepora09312 rtl1-34
amillepora09544 rtl1-35
amillepora09915 rtl1-36
amillepora10005 rtl1-37
amillepora10017 rtl1-38
amillepora10242 rtl1-39
amillepora10344 rtl1-40
amillepora10974 rtl1-41
amillepora11376 rtl1-42
amillepora11481 rtl1-43
amillepora11717 rtl1-44
amillepora11854 rtl1-45
amillepora11865 rtl1-46
amillepora12125 rtl1-47
amillepora12165 rtl1-48
amillepora12290 rtl1-49
amillepora13693 rtl1-50
amillepora13880 rtl1-51
amillepora13912 rtl1-52
amillepora14276 rtl1-53
amillepora14949 rtl1-54
amillepora15719 rtl1-55
amillepora15729 rtl1-56
amillepora15758 rtl1-57
amillepora15759 rtl1-58
amillepora17083 rtl1-59
amillepora17197 rtl1-60
amillepora17250 rtl1-61
amillepora17322 rtl1-62
amillepora17378 rtl1-63
amillepora17725 rtl1-64
amillepora18115 rtl1-65
amillepora19145 rtl1-66
amillepora19160 rtl1-67
amillepora19162 rtl1-68
amillepora19172 rtl1-69
amillepora19616 rtl1-70
amillepora19641 rtl1-71
amillepora19673 rtl1-72
amillepora19934 rtl1-73
amillepora21160 rtl1-74
amillepora21479 rtl1-75
amillepora21549 rtl1-76
amillepora21758 rtl1-77
amillepora21852 rtl1-78
amillepora23115 rtl1-79
amillepora23136 rtl1-80
amillepora25508 rtl1-81
amillepora25692 rtl1-82
amillepora25807 rtl1-83
amillepora25825 rtl1-84
amillepora25862 rtl1-85
amillepora26327 rtl1-86
amillepora26431 rtl1-87
amillepora26436 rtl1-88
amillepora26707 rtl1-89
amillepora27165 rtl1-90
amillepora27185 rtl1-91
amillepora27613 rtl1-92
amillepora27773 rtl1-93
amillepora28251 rtl1-94
amillepora28474 rtl1-95
amillepora28599 rtl1-96
amillepora28617 rtl1-97
amillepora28869 rtl1-98
amillepora29015 rtl1-99
amillepora29223 rtl1-100
amillepora29271 rtl1-101
amillepora29276 rtl1-102
amillepora29302 rtl1-103
amillepora29307 rtl1-104
amillepora29315 rtl1-105
amillepora29339 rtl1-106
amillepora29364 rtl1-107
amillepora29368 rtl1-108
amillepora29881 rtl1-109
amillepora29912 rtl1-110
amillepora30201 rtl1-111
amillepora30555 rtl1-112
amillepora30583 rtl1-113
amillepora30601 rtl1-114
amillepora30712 rtl1-115
amillepora30954 rtl1-116
amillepora30993 rtl1-117
amillepora31167 rtl1-118
amillepora31352 rtl1-119
amillepora31607 rtl1-120
amillepora31639 rtl1-121
amillepora31711 rtl1-122
amillepora31716 rtl1-123
amillepora31774 rtl1-124
amillepora31957 rtl1-125
amillepora32090 rtl1-126
amillepora32101 rtl1-127
amillepora32245 rtl1-128
amillepora32381 rtl1-129
amillepora32383 rtl1-130
amillepora32456 rtl1-131
amillepora32771 rtl1-132
amillepora32785 rtl1-133
amillepora32947 rtl1-134
amillepora33451 rtl1-135
amillepora33453 rtl1-136
amillepora33470 rtl1-137
amillepora33627 rtl1-138
amillepora33635 rtl1-139
amillepora33767 rtl1-140
amillepora33891 rtl1-141
amillepora33977 rtl1-142
amillepora34071 rtl1-143
amillepora34091 rtl1-144
amillepora34126 rtl1-145
amillepora34136 rtl1-146
amillepora34915 rtl1-147
amillepora34916 rtl1-148
amillepora34950 rtl1-149
amillepora35356 rtl1-150
amillepora35462 rtl1-151
amillepora35507 rtl1-152
amillepora35789 rtl1-153
amillepora36016 rtl1-154
amillepora36078 rtl1-155
amillepora36101 rtl1-156
amillepora36245 rtl1-157
amillepora36258 rtl1-158
amillepora36292 rtl1-159
amillepora36548 rtl1-160
amillepora36625 rtl1-161
amillepora36680 rtl1-162
amillepora36683 rtl1-163
amillepora36864 rtl1-164
amillepora36874 rtl1-165
amillepora36921 rtl1-166
amillepora37131 rtl1-167
amillepora37209 rtl1-168
amillepora37273 rtl1-169
amillepora37422 rtl1-170
amillepora37822 rtl1-171
amillepora15301 rtn4
amillepora31144 rtn4r
amillepora24505 rtp4
amillepora15213 rtraf
amillepora31871 rttn
amillepora31872 rttn-2
amillepora31877 rttn-3
amillepora13217 ru17
amillepora10306 ru1c
amillepora10311 ru1c-2
amillepora00043 ru2a
amillepora28960 rubic
amillepora10161 rufy2
amillepora24817 rufy2-2
amillepora09949 rund1
amillepora20226 runx1
amillepora20260 runx1-2
amillepora09320 rusd2
amillepora24909 rusd4
amillepora24963 rusf1
amillepora07746 ruvb1
amillepora12941 ruvb2
amillepora04920 ruxe
amillepora17079 ruxf
amillepora19728 rwdd1
amillepora23055 rwdd4
amillepora01301 rx
amillepora00478 rxfp1
amillepora10874 rxfp1-2
amillepora13127 rxfp1-3
amillepora07829 rxfp2
amillepora07849 rxfp2-2
amillepora07860 rxfp2-3
amillepora07878 rxfp2-4
amillepora07888 rxfp2-5
amillepora07898 rxfp2-6
amillepora07966 rxfp2-7
amillepora07984 rxfp2-8
amillepora10875 rxfp2-9
amillepora10884 rxfp2-10
amillepora19189 rxfp2-11
amillepora31947 rxfp2-12
amillepora31969 rxfp2-13
amillepora31976 rxfp2-14
amillepora31993 rxfp2-15
amillepora32006 rxfp2-16
amillepora36439 rxfp2-17
amillepora37787 rxfp2-18
amillepora13455 rxra
amillepora14094 rxra-2
amillepora06092 rxrg
amillepora30643 rxrg-2
amillepora20685 ryk
amillepora24600 ryk-2
amillepora07392 ryr2
amillepora28954 rz1c
amillepora12378 s11ip
amillepora12484 s12a1
amillepora12340 s12a2
amillepora12486 s12a2-2
amillepora12774 s12a2-3
amillepora12782 s12a2-4
amillepora09248 s12a5
amillepora05331 s12a6
amillepora21583 s12a8
amillepora22037 s12a9
amillepora22351 s13a3
amillepora13717 s14l1
amillepora27417 s14l1-2
amillepora20357 s14l3
amillepora33577 s15a1
amillepora33580 s15a1-2
amillepora02912 s15a2
amillepora19565 s15a2-2
amillepora08243 s15a4
amillepora09523 s15a4-2
amillepora09524 s15a4-3
amillepora09527 s15a4-4
amillepora09528 s15a4-5
amillepora09529 s15a4-6
amillepora09530 s15a4-7
amillepora09531 s15a4-8
amillepora09532 s15a4-9
amillepora09535 s15a4-10
amillepora09536 s15a4-11
amillepora09540 s15a4-12
amillepora09541 s15a4-13
amillepora09542 s15a4-14
amillepora09543 s15a4-15
amillepora09546 s15a4-16
amillepora09547 s15a4-17
amillepora09548 s15a4-18
amillepora09549 s15a4-19
amillepora09550 s15a4-20
amillepora25005 s15a4-21
amillepora09538 s15a5
amillepora20553 s17a5
amillepora09476 s17a9
amillepora01099 s18b1
amillepora06194 s18b1-2
amillepora06195 s18b1-3
amillepora06197 s18b1-4
amillepora06198 s18b1-5
amillepora24321 s19a3
amillepora13988 s1pr2
amillepora26921 s1pr4
amillepora17694 s20a2
amillepora10842 s22a3
amillepora12269 s22a3-2
amillepora12270 s22a3-3
amillepora24979 s22a3-4
amillepora04843 s22a5
amillepora10420 s22a5-2
amillepora10421 s22a5-3
amillepora10422 s22a5-4
amillepora10423 s22a5-5
amillepora10427 s22a5-6
amillepora10431 s22a5-7
amillepora18735 s22a5-8
amillepora24980 s22a5-9
amillepora29556 s22a5-10
amillepora10436 s22a8
amillepora12212 s22a8-2
amillepora08929 s22aa
amillepora04844 s22ad
amillepora10429 s22ad-2
amillepora20704 s22ad-3
amillepora18734 s22ae
amillepora10428 s22af
amillepora10432 s22af-2
amillepora10433 s22af-3
amillepora12273 s22af-4
amillepora28039 s22af-5
amillepora36424 s22af-6
amillepora20389 s22ai
amillepora11221 s23a2
amillepora11223 s23a2-2
amillepora11225 s23a2-3
amillepora24488 s23a2-4
amillepora24489 s23a2-5
amillepora33590 s23a2-6
amillepora03319 s23ip
amillepora18938 s2535
amillepora06898 s2536
amillepora06902 s2536-2
amillepora01303 s2538
amillepora05596 s2539
amillepora05597 s2540
amillepora05821 s2542
amillepora07653 s2543
amillepora00988 s2544
amillepora00989 s2544-2
amillepora01762 s2546
amillepora13719 s2611
amillepora13721 s2611-2
amillepora04293 s26a2
amillepora06824 s26a2-2
amillepora06992 s26a4
amillepora35292 s26a7
amillepora04031 s26a8
amillepora06083 s27a4
amillepora06085 s27a4-2
amillepora19984 s28a3
amillepora20170 s28a3-2
amillepora33589 s29a1
amillepora17816 s29a4
amillepora06042 s30bp
amillepora19375 s352b
amillepora15157 s35a1
amillepora17097 s35a2
amillepora17105 s35a2-2
amillepora00056 s35a3
amillepora17106 s35a3-2
amillepora08540 s35b1
amillepora15089 s35b2
amillepora15112 s35b2-2
amillepora22006 s35b3
amillepora37327 s35b3-2
amillepora00055 s35b4
amillepora10773 s35c2
amillepora37662 s35c2-2
amillepora26142 s35d1
amillepora27859 s35d3
amillepora25033 s35e1
amillepora18498 s35e3
amillepora05136 s35f1
amillepora05179 s35f1-2
amillepora14804 s35f4
amillepora26638 s35f5
amillepora19455 s35f6
amillepora07013 s36a1
amillepora08023 s36a1-2
amillepora23272 s36a1-3
amillepora23274 s36a1-4
amillepora04887 s36a4
amillepora08571 s38a1
amillepora08632 s38a7
amillepora25937 s38a9
amillepora06162 s38aa
amillepora23492 s39a6
amillepora00751 s39a7
amillepora10336 s39a8
amillepora16309 s39a9
amillepora16310 s39a9-2
amillepora16311 s39a9-3
amillepora16316 s39a9-4
amillepora12355 s39aa
amillepora14139 s39ab
amillepora33505 s39ac
amillepora05705 s39ad
amillepora12352 s39ae
amillepora03267 s40a1
amillepora18506 s41a1
amillepora08636 s47a1
amillepora03364 s49a3
amillepora25592 s4a11
amillepora13527 s4a8
amillepora05385 s52a3
amillepora10821 s52a3-2
amillepora24401 s52a3-3
amillepora21966 s5a1
amillepora06804 s61a2
amillepora09012 s66a2
amillepora08732 s6a11
amillepora36869 s6a11-2
amillepora07077 s6a13
amillepora07088 s6a13-2
amillepora11601 s6a13-3
amillepora14594 s6a13-4
amillepora07084 s6a15
amillepora09147 s6a15-2
amillepora09086 s6a17
amillepora03996 s6a18
amillepora03997 s6a19
amillepora09145 s6a19-2
amillepora14653 s6a20
amillepora26542 s7a6o
amillepora13299 saal1
amillepora13018 saar1
amillepora14616 saar1-2
amillepora14633 saar1-3
amillepora06192 saar2
amillepora09119 sac1
amillepora03526 sac2
amillepora01376 sacs
amillepora07471 sacs-2
amillepora07472 sacs-3
amillepora07473 sacs-4
amillepora07476 sacs-5
amillepora07477 sacs-6
amillepora11968 sacs-7
amillepora11970 sacs-8
amillepora11971 sacs-9
amillepora11972 sacs-10
amillepora11973 sacs-11
amillepora11974 sacs-12
amillepora16167 sacs-13
amillepora16168 sacs-14
amillepora16169 sacs-15
amillepora23368 sacs-16
amillepora29802 sacs-17
amillepora29803 sacs-18
amillepora29804 sacs-19
amillepora29822 sacs-20
amillepora30937 sacs-21
amillepora35927 sacs-22
amillepora35928 sacs-23
amillepora35929 sacs-24
amillepora35930 sacs-25
amillepora35931 sacs-26
amillepora35932 sacs-27
amillepora35933 sacs-28
amillepora36121 sacs-29
amillepora36398 sacs-30
amillepora36403 sacs-31
amillepora36406 sacs-32
amillepora36407 sacs-33
amillepora26541 sae1
amillepora31848 sae2
amillepora15803 safb1
amillepora09143 sahh
amillepora17890 sahh3
amillepora25013 sam15
amillepora29958 sam15-2
amillepora12969 sam50
amillepora12438 sam9l
amillepora12439 sam9l-2
amillepora12440 sam9l-3
amillepora21145 sam9l-4
amillepora38037 sam9l-5
amillepora03634 samc
amillepora07217 samd5
amillepora05294 samd8
amillepora10809 samh1
amillepora10813 samh1-2
amillepora28348 samh1-3
amillepora16947 samtr
amillepora04869 sant
amillepora11603 sant-2
amillepora04977 sap
amillepora36419 sap18
amillepora19316 sap1b
amillepora01323 sapc2
amillepora06268 sar1b
amillepora06093 sardh
amillepora12357 sarnp
amillepora23212 sart3
amillepora08675 sas10
amillepora25045 sas6
amillepora19808 sash1
amillepora24225 sat2
amillepora24226 sat2-2
amillepora32186 satb1
amillepora15023 sav1
amillepora01803 saxo1
amillepora02503 saxo1-2
amillepora29600 saxo1-3
amillepora21923 sbds
amillepora01544 sbno1
amillepora11399 sbno1-2
amillepora11402 sbno1-3
amillepora21173 sbno1-4
amillepora21191 sbno1-5
amillepora21193 sbno1-6
amillepora22744 sbno1-7
amillepora22745 sbno1-8
amillepora22769 sbno1-9
amillepora22786 sbno1-10
amillepora22787 sbno1-11
amillepora22904 sbno1-12
amillepora23030 sbno1-13
amillepora23141 sbno1-14
amillepora23144 sbno1-15
amillepora24685 sbno1-16
amillepora28490 sbno1-17
amillepora29946 sbno1-18
amillepora29949 sbno1-19
amillepora31609 sbno1-20
amillepora31610 sbno1-21
amillepora32956 sbno1-22
amillepora32957 sbno1-23
amillepora36363 sbno1-24
amillepora36364 sbno1-25
amillepora37098 sbno1-26
amillepora37446 sbno1-27
amillepora37449 sbno1-28
amillepora37628 sbno1-29
amillepora37630 sbno1-30
amillepora37741 sbno1-31
amillepora37743 sbno1-32
amillepora00998 sbp1
amillepora05925 sbp1-2
amillepora22873 sbspo
amillepora01007 sc11c
amillepora11049 sc22a
amillepora01444 sc22b
amillepora01450 sc22b-2
amillepora14864 sc23a
amillepora29809 sc23a-2
amillepora29825 sc23a-3
amillepora29806 sc23b
amillepora29807 sc23b-2
amillepora29808 sc23b-3
amillepora06808 sc24b
amillepora06796 sc24c
amillepora04986 sc31a
amillepora05005 sc31a-2
amillepora18527 sc5a2
amillepora18403 sc5a3
amillepora15384 sc5a7
amillepora15385 sc5a7-2
amillepora07228 sc5a8
amillepora13100 sc5a8-2
amillepora13103 sc5a8-3
amillepora24747 sc5a8-4
amillepora08569 sc5a9
amillepora18526 sc5aa
amillepora13146 sc5ac
amillepora26532 sc61b
amillepora04935 sc6a1
amillepora12512 sc6a1-2
amillepora26222 sc6a1-3
amillepora22123 sc6a2
amillepora04936 sc6a5
amillepora07086 sc6a5-2
amillepora35443 sc6a5-3
amillepora19581 scaf8
amillepora00277 scai
amillepora16401 scam1
amillepora12789 scap
amillepora16397 scape
amillepora15492 scar5
amillepora15502 scar5-2
amillepora35914 scar5-3
amillepora20734 scd
amillepora20981 scd2
amillepora20733 scd5
amillepora20735 scd5-2
amillepora20736 scd5-3
amillepora20737 scd5-4
amillepora20739 scd5-5
amillepora14889 scfd1
amillepora04699 scfd2
amillepora23707 schi1
amillepora10469 sclt1
amillepora08825 scly
amillepora06094 scmc2
amillepora19755 scmh1
amillepora15589 scn2a
amillepora34120 scn2a-2
amillepora14722 scn2b
amillepora16831 scn2b-2
amillepora15591 scn60
amillepora16435 scn7a
amillepora02590 scn9a
amillepora16465 scn9a-2
amillepora36539 scn9a-3
amillepora15593 scnba
amillepora16468 scnba-2
amillepora29792 scnd3
amillepora10398 scnm1
amillepora02708 scnna
amillepora02716 scnna-2
amillepora32592 scnna-3
amillepora32591 scnnb
amillepora19030 sco1
amillepora06560 scoc
amillepora00032 scot1
amillepora25392 scp2
amillepora34631 scp2-2
amillepora10744 scpdl
amillepora06612 scr1a
amillepora06629 scr1a-2
amillepora06634 scr1a-3
amillepora21262 scr1b
amillepora21263 scr1b-2
amillepora37677 scr1b-3
amillepora13002 scr2
amillepora13087 scr2-2
amillepora06598 scr3
amillepora06609 scr3-2
amillepora06628 scr3-3
amillepora06632 scr3-4
amillepora06637 scr3-5
amillepora28035 scr3-6
amillepora37317 scr3-7
amillepora37678 scr3-8
amillepora08258 scrb1
amillepora08250 scrb2
amillepora22342 scrb2-2
amillepora20538 scrib
amillepora34285 scrn2
amillepora08834 scrt1
amillepora05076 scub1
amillepora20626 scub1-2
amillepora21593 scub1-3
amillepora21594 scub1-4
amillepora32897 scub1-5
amillepora12577 scub2
amillepora09265 scub3
amillepora15831 scub3-2
amillepora21424 scub3-3
amillepora28515 scub3-4
amillepora12906 scx
amillepora14876 scyl1
amillepora36532 scyl2
amillepora08242 sda1
amillepora20601 sdc1
amillepora35430 sdc4
amillepora22064 sdcb1
amillepora15467 sdcg8
amillepora16706 sde2
amillepora20642 sdf2
amillepora20668 sdf2-2
amillepora21213 sdha
amillepora37713 sdha-2
amillepora18889 sdhb
amillepora13184 sdhf2
amillepora29576 sdhf3
amillepora14495 sdk1
amillepora28369 sdk2
amillepora30474 sdk2-2
amillepora32448 sdk2-3
amillepora22303 sds3
amillepora22259 sdsl
amillepora16079 se1l1
amillepora27439 se1l2
amillepora32033 se1l3
amillepora32039 se1l3-2
amillepora17156 se3aa
amillepora01341 se6l2
amillepora00987 sebp2
amillepora16952 sec13
amillepora03682 sec20
amillepora05483 sec62
amillepora19338 sec62-2
amillepora19801 sec63
amillepora10801 seh1
amillepora10513 sehl2
amillepora10514 sehl2-2
amillepora33072 selb
amillepora24857 selh
amillepora18934 selk
amillepora16520 seln
amillepora08352 selo
amillepora11750 selo-2
amillepora21526 selo-3
amillepora24236 sels
amillepora25031 selt
amillepora11309 sem4c
amillepora10671 sem5a
amillepora11291 sem5a-2
amillepora11293 sem5a-3
amillepora11295 sem5a-4
amillepora11296 sem5a-5
amillepora11299 sem5a-6
amillepora11300 sem5a-7
amillepora11305 sem5a-8
amillepora11308 sem5a-9
amillepora11314 sem5a-10
amillepora02000 sem5b
amillepora11297 sem5b-2
amillepora11315 sem5b-3
amillepora21353 sen2
amillepora14503 sen54
amillepora28204 sen54-2
amillepora09015 senp1
amillepora12860 senp1-2
amillepora14228 senp1-3
amillepora14987 senp1-4
amillepora14989 senp1-5
amillepora14993 senp1-6
amillepora25905 senp1-7
amillepora31642 senp1-8
amillepora09091 senp2
amillepora09621 senp2-2
amillepora11797 senp2-3
amillepora28312 senp2-4
amillepora28751 senp2-5
amillepora02834 senp5
amillepora35719 senp6
amillepora20054 senp7
amillepora16940 senp8
amillepora06126 sep15
amillepora27781 sepr
amillepora27788 sepr-2
amillepora27822 sepr-3
amillepora32072 sepr-4
amillepora32859 sepr-5
amillepora32860 sepr-6
amillepora22151 sept2
amillepora22517 sept2-2
amillepora16134 sept6
amillepora10695 sept7
amillepora14091 sept9
amillepora08327 sera
amillepora30036 serb
amillepora30073 serb-2
amillepora05095 serc
amillepora10551 serc-2
amillepora14622 serc1
amillepora14627 serc1-2
amillepora22632 serc1-3
amillepora01764 serc3
amillepora02968 serf2
amillepora24846 serp2
amillepora05628 sesd1
amillepora19754 sesn1
amillepora00141 set
amillepora22863 set1a
amillepora13335 setb1
amillepora31105 setb1-2
amillepora27416 setd2
amillepora04295 setd3
amillepora04296 setd3-2
amillepora06102 setd3-3
amillepora21602 setd4
amillepora21904 setd6
amillepora07353 setd9
amillepora26041 setd9-2
amillepora07736 setmr
amillepora08120 setmr-2
amillepora08134 setmr-3
amillepora34117 setmr-4
amillepora04659 setx
amillepora20418 sf01
amillepora20435 sf01-2
amillepora10033 sf3a1
amillepora09967 sf3a2
amillepora19852 sf3a3
amillepora11278 sf3b1
amillepora10588 sf3b3
amillepora19457 sf3b4
amillepora20572 sf3b6
amillepora35244 sf3b6-2
amillepora38194 sf3b6-3
amillepora38195 sf3b6-4
amillepora38208 sf3b6-5
amillepora02682 sfi1
amillepora18789 sfi1-2
amillepora19786 sfpq
amillepora09489 sfrp1
amillepora10399 sfrp3
amillepora24789 sfrp5
amillepora23065 sfswa
amillepora36382 sfswa-2
amillepora20175 sft2a
amillepora32915 sft2c
amillepora05762 sfxn1
amillepora06223 sfxn2
amillepora03680 sfxn5
amillepora04332 sg196
amillepora18168 sg196-2
amillepora06722 sgcb
amillepora09677 sgce
amillepora07639 sgcz
amillepora22982 sgf29
amillepora18169 sgk1
amillepora18172 sgk3
amillepora01598 sgmr1
amillepora00640 sgo1
amillepora12887 sgo1-2
amillepora09649 sgpl1
amillepora09650 sgpl1-2
amillepora08256 sgpp2
amillepora16551 sgpp2-2
amillepora16635 sgs1
amillepora24967 sgsm2
amillepora14808 sgsm3
amillepora07742 sgt1
amillepora07169 sgta
amillepora12584 sgta-2
amillepora08411 sh24a
amillepora23185 sh2b1
amillepora15408 sh2d3
amillepora06422 sh319
amillepora00270 sh3g1
amillepora01788 sh3g2
amillepora19881 sh3k1
amillepora19903 sh3l3
amillepora19904 sh3l3-2
amillepora08004 sh3r3
amillepora27233 sh3y1
amillepora05991 shan2
amillepora25533 shan2-2
amillepora17326 shan3
amillepora31663 shan3-2
amillepora01736 shc2
amillepora04677 shcaf
amillepora09342 shcbp
amillepora01057 shd
amillepora24368 ship2
amillepora05949 shl2
amillepora01263 shlb1
amillepora32207 shld3
amillepora10177 shoc2
amillepora03337 shot1
amillepora22436 shpk
amillepora22437 shpk-2
amillepora20419 shprh
amillepora20434 shprh-2
amillepora36373 shprh-3
amillepora13919 shq1
amillepora26472 shq1-2
amillepora09160 shrpn
amillepora23349 sia7e
amillepora34054 siae
amillepora16199 sidt1
amillepora16204 sidt1-2
amillepora16209 sidt1-3
amillepora16210 sidt1-4
amillepora24579 sidt1-5
amillepora16674 sidt2
amillepora32565 sik2
amillepora13627 sik3
amillepora32561 sik3-2
amillepora04328 sil1
amillepora09325 sim13
amillepora23101 sim14
amillepora08461 sim20
amillepora01381 sim24
amillepora05760 simc1
amillepora31037 sin1
amillepora01009 sin3a
amillepora04719 sir1
amillepora16586 sir2
amillepora16622 sir2-2
amillepora13209 sir3
amillepora22442 sir4
amillepora08779 sir5
amillepora34066 sir6
amillepora31789 sir7
amillepora09451 siva
amillepora09462 siva-2
amillepora33566 six1
amillepora33567 six2
amillepora33565 six3
amillepora33564 six4
amillepora22489 ska2
amillepora19837 ska3
amillepora14120 skap2
amillepora11104 skda1
amillepora02664 ski
amillepora32196 ski-2
amillepora00853 skiv2
amillepora00911 skiv2-2
amillepora35530 skp1
amillepora35531 skp1-2
amillepora25336 skp2
amillepora08536 skt
amillepora19341 sl7a1
amillepora19379 sl7a1-2
amillepora24177 sl7a1-3
amillepora25919 sl9a1
amillepora00492 sl9a2
amillepora25727 sl9a6
amillepora08951 sl9a8
amillepora04353 sl9a9
amillepora25722 sl9a9-2
amillepora04714 sl9b2
amillepora19433 sl9b2-2
amillepora13441 sl9c1
amillepora26751 slaf7
amillepora36113 slap1
amillepora04461 slbp
amillepora15827 slc31
amillepora03238 sld5
amillepora18087 slf2
amillepora19541 slfn5
amillepora06464 slik5
amillepora15350 slirp
amillepora06450 slit1
amillepora09506 slit1-2
amillepora01111 slit3
amillepora03952 slit3-2
amillepora05248 slit3-3
amillepora02995 slk
amillepora04464 slk-2
amillepora16779 slmap
